r_m,depth_km,sigma_S_m,eps_r
6.347846809619236737e+05,1.102615319038076223e+03,3.355808621950776699e-02,6.500000000000000000e+00
6.382629627254509833e+05,1.099137037274549130e+03,3.300683323768656419e-02,6.500000000000000000e+00
6.417412444889780600e+05,1.095658755511022036e+03,3.246463559495645773e-02,6.500000000000000000e+00
6.452195262525049038e+05,1.092180473747495171e+03,3.193134454080052281e-02,6.500000000000000000e+00
6.486978080160319805e+05,1.088702191983968078e+03,3.140681376820109866e-02,6.500000000000000000e+00
6.521760897795590572e+05,1.085223910220440985e+03,3.089089937350122939e-02,6.500000000000000000e+00
6.556543715430861339e+05,1.081745628456913892e+03,3.038345981692479672e-02,6.500000000000000000e+00
6.591326533066132106e+05,1.078267346693386799e+03,2.988435588374561969e-02,6.500000000000000000e+00
6.626109350701402873e+05,1.074789064929859705e+03,2.939345064609406519e-02,6.500000000000000000e+00
6.660892168336671311e+05,1.071310783166332840e+03,2.891060942539149664e-02,6.500000000000000000e+00
6.695674985971942078e+05,1.067832501402805747e+03,2.843569975540122946e-02,6.500000000000000000e+00
6.730457803607212845e+05,1.064354219639278654e+03,2.796859134588713588e-02,6.500000000000000000e+00
6.765240621242483612e+05,1.060875937875751561e+03,2.750915604686853672e-02,6.500000000000000000e+00
6.800023438877754379e+05,1.057397656112224468e+03,2.705726781346280349e-02,6.500000000000000000e+00
6.834806256513022818e+05,1.053919374348697829e+03,2.661280267130513785e-02,6.500000000000000000e+00
6.869589074148295913e+05,1.050441092585170509e+03,2.617563868253659776e-02,6.500000000000000000e+00
6.904371891783565516e+05,1.046962810821643416e+03,2.574565591235069770e-02,6.500000000000000000e+00
6.939154709418836283e+05,1.043484529058116323e+03,2.532273639608975321e-02,6.500000000000000000e+00
6.973937527054108214e+05,1.040006247294589230e+03,2.490676410688136624e-02,6.500000000000000000e+00
7.008720344689378981e+05,1.036527965531062137e+03,2.449762492380697793e-02,6.500000000000000000e+00
7.043503162324647419e+05,1.033049683767535271e+03,2.409520660059292357e-02,6.500000000000000000e+00
7.078285979959918186e+05,1.029571402004008178e+03,2.369939873481603093e-02,6.500000000000000000e+00
7.113068797595188953e+05,1.026093120240481085e+03,2.331009273761502562e-02,6.500000000000000000e+00
7.147851615230459720e+05,1.022614838476953992e+03,2.292718180389945876e-02,6.500000000000000000e+00
7.182634432865730487e+05,1.019136556713426899e+03,2.255056088304793760e-02,6.500000000000000000e+00
7.217417250501001254e+05,1.015658274949899919e+03,2.218012665008792239e-02,6.500000000000000000e+00
7.252200068136272021e+05,1.012179993186372826e+03,2.181577747734862044e-02,6.500000000000000000e+00
7.286982885771542788e+05,1.008701711422845733e+03,2.145741340657981305e-02,6.500000000000000000e+00
7.321765703406812390e+05,1.005223429659318754e+03,2.110493612152863213e-02,6.500000000000000000e+00
7.356548521042083157e+05,1.001745147895791661e+03,2.075824892096664667e-02,6.500000000000000000e+00
7.391331338677353924e+05,9.982668661322645676e+02,2.041725669216021624e-02,6.500000000000000000e+00
7.426114156312624691e+05,9.947885843687374745e+02,2.008186588477666248e-02,6.500000000000000000e+00
7.460896973947895458e+05,9.913103026052104951e+02,1.975198448521888264e-02,6.500000000000000000e+00
7.495679791583166225e+05,9.878320208416834021e+02,1.942752199138178537e-02,6.500000000000000000e+00
